cod_dane,snapshot_date,cod_establecimiento,nombre_establecimiento,nombre_sede,sede_principal,sector,correo_institucional,direccion,telefono,niveles,zona,cod_dep,nom_dep,cod_mun,nom_mun,cat_mun,mun_pdet,mun_zomac,nom_reg,cod_etc,nom_etc,total_matricula,matricula_prel,estado_fisico,confianza_geo,lat,lon,ausente_desde,first_seen
176001001753,2026-08-29,176001001753,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO JOSE CAMACHO,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL ANTONIO JOSE CAMACHO,S,OFICIAL,IE.ANTONIOJOSECAMACHO@CALI.EDU.CO,KR 16 12 00,5582689 / 5587194,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,862.0,862.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.4413909997590473,-76.52949000027918,\N,2026-08-29T08:58:22Z
176001001770,2026-08-29,176001001770,INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS,INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS - SEDE PRINCIPAL,S,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,KR 52 2 51,3217006463,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,1991.0,1939.0,No aporta información,2 - MEDIA,3.4284609997418523,-76.55319099981843,\N,2026-08-29T08:58:22Z
176001001788,2026-08-29,176001002253,INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES,MARTIN RESTREPO MEJIA,N,OFICIAL,IE.NORMALFARALLONES@CALI.EDU.CO,KR 22 OESTE 2 65,3146160577 - 6025577936,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,357.0,357.0,No aporta información,2 - MEDIA,3.4423551395874092,-76.54395868036856,\N,2026-08-29T08:58:22Z
176001001796,2026-08-29,176001001796,INSTITUCION EDUCATIVA TECNICO COMERCIAL JOSE MARIA VIVAS BALCAZAR,INSTITUCION EDUCATIVA TECNICO COMERCIAL JOSE MARIA VIVAS BALCAZAR,S,OFICIAL,IE.JOSEMARIAVIVASBALCAZAR@CALI.EDU.CO,CL 14 48 A 32,3351363,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,1118.0,1064.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.411300000060079,-76.53031600028461,\N,2026-08-29T08:58:26Z
176001001800,2026-08-29,176001001800,INSTITUCION EDUCATIVA VILLACOLOMBIA,INSTITUCION EDUCATIVA VILLACOLOMBIA,S,OFICIAL,IE_VILLACOLOMBIA@CALI.GOV.CO,KR 12 E 48 36,4421486,"MEDIA,BÁSICA SECUNDARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,609.0,609.0,No aporta información,2 - MEDIA,3.4461728086236674,-76.50194275335821,\N,2026-08-29T08:58:22Z
176001001818,2026-08-29,176001001818,INSTITUCION EDUCATIVA DE SANTA LIBRADA,COLEGIO DE SANTA LIBRADA,S,OFICIAL,RECTORIA@SANTALIBRADA.EDU.CO,IND CL 7 # 14 A - 106,3106713870,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,1065.0,952.0,No aporta información,2 - MEDIA,3.4417561439089157,-76.53455744889919,\N,2026-08-29T08:58:26Z
176001001826,2026-08-29,176001001826,INSTITUCION EDUCATIVA JOSE MANUEL SAAVEDRA GALINDO,INSTITUCION EDUCATIVA JOSE MANUEL SAAVEDRA GALINDO,S,OFICIAL,IE_SAAVEDRAGALINDO@CALI.GOV.CO,KR 11 A 28 25,6024431819 - 3174963346 - 3154418225,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,407.0,407.0,No aporta información,2 - MEDIA,3.450164000006604,-76.51563300013476,\N,2026-08-29T08:58:22Z
176001002253,2026-08-29,176001002253,INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES,INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES,S,OFICIAL,IE.NORMALFARALLONES@CALI.EDU.CO,KR 22 2 65 OESTE,6025577936,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,1070.0,1070.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.442312699934093,-76.54401092009726,\N,2026-08-29T08:58:22Z
176001002555,2026-08-29,176001002555,INSTITUCION EDUCATIVA TECNICA COMERCIAL HERNANDO NAVIA VARON,INSTITUCION EDUCATIVA TECNICA COMERCIAL HERNANDO NAVIA VARON - SEDE PRINCIPAL,S,OFICIAL,HERNAVA1970@YAHOO.COM,KR 26 P 50 39,3104221701 - (602)4445594,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,793.0,689.0,No aporta información,2 - MEDIA,3.432967689570111,-76.4993980498388,\N,2026-08-29T08:58:22Z
176001002733,2026-08-29,176001003951,INSTITUCION EDUCATIVA JULIO CAICEDO Y TELLEZ,BATALLA DE CARABOBO,N,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,CL 16 51 00,3164632759,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,173.0,173.0,No aporta información,2 - MEDIA,3.441145405624892,-76.49576931962164,\N,2026-08-29T08:58:22Z
176001002741,2026-08-29,176001022360,INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS,RAFAEL URIBE URIBE,N,OFICIAL,IE.LASAMERICAS@CALI.EDU.CO,KR 12 38 62,3028002320,"PREESCOLAR,MEDIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,243.0,243.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
176001002750,2026-08-29,176001022360,INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS,NUESTRA SEÑORA DE LORETO,N,OFICIAL,IE.LASAMERICAS@CALI.EDU.CO,KR 8 38 55,3028002320,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,175.0,175.0,No aporta información,2 - MEDIA,3.4472386641129433,-76.5068725989413,\N,2026-08-29T08:58:22Z
176001002768,2026-08-29,176001003161,INSTITUCION EDUCATIVA BARTOLOMÉ LOBOGUERRERO,ENRIQUE OLAYA HERRERA,N,OFICIAL,IE.BARTOLOMELOBOGUERRERO@CALI.EDU.CO,CL 71 25 A 15,3014481812,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,882.0,882.0,No aporta información,2 - MEDIA,3.4392005802704535,-76.49174850981727,\N,2026-08-29T08:58:22Z
176001002776,2026-08-29,176001003951,INSTITUCION EDUCATIVA JULIO CAICEDO Y TELLEZ,FRANCISCO DE PAULA SANTANDER,N,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,KR 26 H 50 53,3164632759,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,550.0,550.0,No aporta información,2 - MEDIA,3.436409000148762,-76.49768199994816,\N,2026-08-29T08:58:22Z
176001002784,2026-08-29,176001002881,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE  MAYO,REPUBLICA DE ITALIA,S,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,KR 24 B CL 26 B,6023345871/6023342174,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,282.0,282.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
176001002792,2026-08-29,176001007875,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA,JORGE ELIECER GAITAN,N,OFICIAL,IE.PEDROANTONIOMOLINA@CALI.EDU.CO,IND CL 71 Y 72 - KR 2 C Y 2 D,3165402335,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,756.0,756.0,No aporta información,2 - MEDIA,3.471989999838485,-76.48464199958836,\N,2026-08-29T08:58:22Z
176001002806,2026-08-29,176001006119,INSTITUCION EDUCATIVA GENERAL FRANCISCO DE PAULA SANTANDER,JOSE VICENTE CONCHA,N,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,KR 30 A 30 A 27,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,489.0,453.0,No aporta información,2 - MEDIA,3.426753740630427,-76.51369217199709,\N,2026-08-29T08:58:22Z
176001002814,2026-08-29,176001004256,INSTITUCION EDUCATIVA CRISTOBAL COLON,ANTONIA SANTOS,N,OFICIAL,IE.CRISTOBALCOLON@CALI.EDU.CO,CL 43 43 04,3325710,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,196.0,196.0,No aporta información,2 - MEDIA,3.407025227698247,-76.51192353383144,\N,2026-08-29T08:58:22Z
176001002822,2026-08-29,176001004329,INSTITUCION EDUCATIVA EVARISTO GARCIA,FERNANDO DE ARAGON,N,OFICIAL,IE.EVARISTOGARCIACALI@GMAIL.COM,IND CARRRERA 17 F 5 NO 33A - 80,3158345792,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,199.0,199.0,Reporta afectación sin definir el impacto,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
176001002831,2026-08-29,176001004329,INSTITUCION EDUCATIVA EVARISTO GARCIA,JOSE HILARIO LOPEZ,N,OFICIAL,IE.EVARISTOGARCIACALI@GMAIL.COM,CL 27 17 G 19,3158345792,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,143.0,143.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.43853520991779,-76.51768094967508,\N,2026-08-29T08:58:22Z
176001002849,2026-08-29,176001002911,INSTITUCION EDUCATIVA EVA RIASCOS PLATA,ALFONSO BARBERENA,N,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,CL 33 C 25 BIS 00,6024443046 - 3128878684,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,416.0,416.0,No aporta información,2 - MEDIA,3.4328484791370055,-76.51059727102742,\N,2026-08-29T08:58:22Z
176001002873,2026-08-29,176001003951,INSTITUCION EDUCATIVA JULIO CAICEDO Y TELLEZ,ESTHER ZORRILLA,N,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,CL 59 24 00,3164632759,BÁSICA PRIMARIA,URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,143.0,143.0,No aporta información,2 - MEDIA,3.4408726442332993,-76.49459369979921,\N,2026-08-29T08:58:22Z
176001002881,2026-08-29,176001002881,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE  MAYO,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE MAYO - SEDE PRINCIPAL,S,OFICIAL,IE_DIEZDEMAYO@SEMCALI.GOV.CO,KR 25 A 26 A 13,6023345871/6023342174,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,1193.0,1151.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.4317258766557317,-76.51830423226025,\N,2026-08-29T08:58:26Z
176001002890,2026-08-29,176001002555,INSTITUCION EDUCATIVA TECNICA COMERCIAL HERNANDO NAVIA VARON,FRAY JOSE IGNACIO ORTIZ,N,OFICIAL,IE.HERNANDONAVIAVARON@CALI.EDU.CO,KR 26 52 58,3104221701-(602) 4445594,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,541.0,541.0,No aporta información,2 - MEDIA,3.4332245753011383,-76.49934867573583,\N,2026-08-29T08:58:22Z
176001002903,2026-08-29,176001040119,INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO,SEDE MICAELA CASTRO BORRERO,N,OFICIAL,IE.RODRIGOLLOREDAC@CALI.EDU.CO,KR 46 C 38 A 39,3233063812,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,285.0,250.0,No aporta información,2 - MEDIA,3.406624451374907,-76.51871638200754,\N,2026-08-29T08:58:22Z
176001002911,2026-08-29,176001002911,INSTITUCION EDUCATIVA EVA RIASCOS PLATA,INSTITUCION EDUCATIVA EVA RIASCOS PLATA - SEDE PRINCIPAL,S,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,IND TRANVERSAL 25 NO 31B 69,6024443046 - 3128878684,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,409.0,409.0,No aporta información,2 - MEDIA,3.432845129949773,-76.51098099987577,\N,2026-08-29T08:58:26Z
176001002920,2026-08-29,176001029411,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,JOSE MARIA VIVAS BALCAZAR,N,OFICIAL,IE.AGUSTINNIETO@CALI.EDU.CO,KR 36 26 B 28,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,505.0,488.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.420702008303556,-76.51815619888457,\N,2026-08-29T08:58:22Z
176001002938,2026-08-29,176001005341,INSTITUCION EDUCATIVA TECNICA CIUDAD DE CALI,GENERAL ALFREDO VASQUEZ COBO,N,OFICIAL,IE.CIUDADDECALI@CALI.EDU.CO,DG 23 25 T 25,3044352819,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,284.0,284.0,No aporta información,2 - MEDIA,3.4350750000592285,-76.51388800023746,\N,2026-08-29T08:58:22Z
176001002946,2026-08-29,176001004256,INSTITUCION EDUCATIVA CRISTOBAL COLON,JOSE JOAQUIN JARAMILLO,N,OFICIAL,IE.CRISTOBALCOLON@CALI.EDU.CO,KR 44 44 64,3374746,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,167.0,167.0,No aporta información,2 - MEDIA,3.404767659626163,-76.5123007696569,\N,2026-08-29T08:58:22Z
176001002962,2026-08-29,176001005121,INSTITUCION EDUCATIVA TECNICO COMERCIAL VILLA DEL SUR,SUSANA VINASCO DE QUINTANA,N,OFICIAL,IE.VILLADELSUR@CALI.EDU.CO,CL 31 33 A 00,3192341222,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,386.0,386.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.4146631532336738,-76.51422232713507,\N,2026-08-29T08:58:22Z
176001002989,2026-08-29,176001002989,INSTITUCION EDUCATIVA INDUSTRIAL MARICE SINISTERRA,INSTITUCION EDUCATIVA INDUSTRIAL  MARICE SINISTERRA - SEDE PRINCIPAL,S,OFICIAL,UDMARICE@COL2.TELECOM.COM,CL 39 25 A 43,3015050677  -  3015050283  -  3008978333,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,379.0,336.0,No aporta información,2 - MEDIA,3.435189272080842,-76.50346873231112,\N,2026-08-29T08:58:22Z
176001003004,2026-08-29,176001003918,INSTITUCION EDUCATIVA TECNICO COMERCIAL JUAN XXIII,BELLO HORIZONTE,N,OFICIAL,JBORRERO@VALLEDELCAUCA.GOV.CO,CL 36 A 27 A 30,6024416028,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,67.0,67.0,No aporta información,2 - MEDIA,3.4331893841892804,-76.50426299573587,\N,2026-08-29T08:58:22Z
176001003012,2026-08-29,176001029411,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,MARINO RENGIFO SALCEDO,N,OFICIAL,IE.AGUSTINNIETO@CALI.EDU.CO,CL 26 C 44 00,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,MUNICIPIO,NO,NO,NO APLICA,3818,SECRETARÍA DE EDUCACIÓN DE CALI,497.0,497.0,Reporta afectación sin definir el impacto,2 - MEDIA,3.4204994090268426,-76.51820694740991,\N,2026-08-29T08:58:22Z
